Age,Gender,Occupation
8.0,N/A,Scientist
89.0,Female,Scientist
25.0,Female,Artist
39.0,Male,Scientist
43.0,Female,Lawyer
28.0,Male,Artist
45.0,Male,Scientist
78.0,Male,Lawyer
25.0,Female,Scientist
52.0,Male,N/A
90.0,Male,Engineer
29.0,Female,Lawyer
50.82427536231884,Male,Doctor
37.0,Female,Lawyer
0.0,Male,Teacher
69.0,Female,Artist
10.0,Female,Lawyer
49.0,N/A,Doctor
50.0,Female,Lawyer
26.0,Male,Engineer
58.0,Male,Scientist
21.0,Male,Artist
51.0,Male,Doctor
77.0,Male,Artist
74.0,Male,Artist
39.0,Male,Scientist
85.0,Female,Nurse
85.0,Female,Nurse
87.0,Female,Lawyer
16.0,N/A,Teacher
50.19349722442506,N/A,Nurse
56.0,Female,Artist
29.0,N/A,N/A
2.0,N/A,Doctor
84.0,N/A,Doctor
37.0,Female,Scientist
61.0,Female,N/A
62.0,Female,Lawyer
22.0,Male,N/A
96.0,Male,Doctor
38.0,Male,Engineer
43.0,Male,N/A
41.0,Male,Lawyer
43.0,Female,Artist
86.0,Female,Scientist
27.0,N/A,Nurse
18.0,Female,Lawyer
99.0,Male,Doctor
40.0,Female,Nurse
12.0,Female,Teacher
53.0,N/A,Artist
68.0,N/A,Doctor
50.82427536231884,Male,Artist
56.0,N/A,Scientist
70.0,Male,N/A
31.0,Female,Doctor
20.0,Female,Artist
49.78237410071942,Female,Artist
48.0,Female,Teacher
66.0,Female,Doctor
50.19349722442506,N/A,Lawyer
43.0,Male,Engineer
40.0,Female,Lawyer
8.0,Female,Doctor
69.0,Male,Teacher
30.0,Female,Scientist
26.0,Female,Scientist
26.0,Female,Artist
16.0,Female,Nurse
60.0,Male,Doctor
50.82427536231884,Male,Scientist
61.0,Male,Lawyer
58.0,Male,Artist
12.0,Female,Doctor
57.0,Male,Teacher
74.0,Male,Engineer
62.0,Female,Nurse
100.0,N/A,Nurse
49.78237410071942,Female,Scientist
76.0,Female,Engineer
25.0,Male,Scientist
74.0,Female,Nurse
23.0,Male,Nurse
70.0,Male,Nurse
44.0,Male,Nurse
23.0,N/A,Teacher
9.0,Male,Doctor
44.0,Female,Scientist
49.78237410071942,Female,Doctor
37.0,Male,Teacher
81.0,Female,Artist
24.0,Female,Scientist
78.0,N/A,Teacher
55.0,Female,Teacher
36.0,Male,N/A
62.0,Male,N/A
62.0,Female,Artist
79.0,Female,Nurse
76.0,Female,Nurse
69.0,Male,Nurse
51.0,Female,N/A
5.0,Female,N/A
100.0,Male,Nurse
11.0,Male,Scientist
23.0,Male,Scientist
17.0,Female,Nurse
15.0,N/A,Engineer
66.0,Female,Lawyer
77.0,Male,Engineer
79.0,Male,Artist
1.0,Male,Engineer
25.0,Male,Artist
26.0,Female,Doctor
29.0,Male,Scientist
15.0,Female,Teacher
39.0,N/A,Doctor
78.0,Female,Nurse
95.0,Male,Artist
49.78237410071942,Female,Nurse
49.0,Female,Scientist
89.0,Male,Lawyer
98.0,Male,Engineer
75.0,Female,Nurse
49.78237410071942,Female,Nurse
6.0,Male,Artist
59.0,Female,Nurse
19.0,Male,Artist
55.0,Female,Teacher
6.0,N/A,Doctor
56.0,Male,Nurse
34.0,Female,Teacher
95.0,Male,Doctor
95.0,Male,Nurse
32.0,Female,Doctor
47.0,N/A,Engineer
13.0,Female,Lawyer
91.0,N/A,N/A
71.0,Female,Nurse
26.0,Male,Artist
49.78237410071942,Female,Nurse
24.0,Female,Nurse
50.82427536231884,Male,Engineer
1.0,Female,Lawyer
26.0,Female,Teacher
43.0,Male,Lawyer
15.0,Female,Nurse
19.0,Female,Artist
14.0,Male,Nurse
53.0,N/A,N/A
15.0,Female,Teacher
38.0,N/A,Lawyer
3.0,Female,Nurse
8.0,Female,N/A
8.0,Female,Doctor
28.0,Female,Lawyer
37.0,Female,Artist
12.0,Female,Engineer
93.0,Male,Doctor
43.0,N/A,Lawyer
66.0,Female,Artist
26.0,Female,Lawyer
91.0,N/A,N/A
50.82427536231884,Male,N/A
60.0,Male,Scientist
54.0,Female,Teacher
83.0,Male,Nurse
50.82427536231884,Male,Teacher
52.0,Male,Lawyer
24.0,Female,Lawyer
98.0,Female,Teacher
7.0,N/A,Artist
50.82427536231884,Male,N/A
23.0,Female,Doctor
41.0,Female,Engineer
90.0,Female,Nurse
99.0,Male,Nurse
69.0,Male,N/A
37.0,Male,Artist
42.0,Male,Artist
49.78237410071942,Female,Teacher
78.0,Male,Artist
37.0,Female,Scientist
61.0,N/A,Artist
81.0,Female,Nurse
59.0,N/A,Engineer
19.0,Female,Doctor
82.0,Female,N/A
58.0,Female,Teacher
41.0,Male,Artist
76.0,N/A,Engineer
7.0,Female,Nurse
1.0,Male,Doctor
48.0,Male,N/A
18.0,Male,Teacher
21.0,Female,Engineer
49.78237410071942,Female,Nurse
86.0,Female,Lawyer
76.0,N/A,Lawyer
68.0,Male,Nurse
45.0,Female,Teacher
84.0,N/A,Doctor
50.82427536231884,Male,Teacher
99.0,N/A,Engineer
11.0,Female,Doctor
1.0,Female,Doctor
95.0,Female,Teacher
50.82427536231884,Male,Artist
76.0,N/A,Artist
26.0,Female,N/A
50.82427536231884,Male,Lawyer
3.0,Female,Teacher
61.0,Female,Scientist
27.0,Male,Lawyer
80.0,N/A,Nurse
50.82427536231884,Male,Scientist
57.0,Female,Lawyer
83.0,Male,Lawyer
80.0,Female,N/A
29.0,Male,Teacher
48.0,Female,Teacher
3.0,Female,Lawyer
49.78237410071942,Female,Scientist
50.82427536231884,Male,N/A
9.0,Female,N/A
72.0,Female,Lawyer
23.0,Female,Nurse
89.0,Female,N/A
69.0,Female,Artist
50.82427536231884,Male,Lawyer
34.0,Female,N/A
86.0,Male,Scientist
31.0,N/A,Doctor
61.0,Male,Nurse
8.0,Female,Nurse
96.0,Male,Teacher
86.0,Male,Engineer
87.0,Female,Doctor
79.0,N/A,Artist
19.0,Male,Doctor
39.0,Female,Lawyer
59.0,N/A,Doctor
51.0,Male,Nurse
50.0,N/A,Artist
93.0,Female,N/A
100.0,Male,Artist
50.19349722442506,N/A,Scientist
2.0,Male,N/A
2.0,Female,Doctor
50.19349722442506,N/A,Teacher
25.0,Female,Doctor
45.0,Female,Scientist
56.0,Female,Scientist
50.82427536231884,Male,Doctor
18.0,N/A,N/A
50.19349722442506,N/A,Engineer
76.0,Female,Artist
50.82427536231884,Male,Nurse
4.0,Female,Artist
62.0,Male,Engineer
31.0,N/A,Engineer
51.0,Male,Teacher
26.0,Female,N/A
52.0,Male,Lawyer
0.0,Female,Nurse
24.0,N/A,N/A
61.0,Male,Nurse
60.0,Female,Lawyer
70.0,Male,Nurse
40.0,Male,N/A
49.0,Female,Lawyer
88.0,Male,N/A
77.0,N/A,Lawyer
90.0,Female,Nurse
23.0,Female,Engineer
56.0,Male,Engineer
70.0,Male,Teacher
49.78237410071942,Female,Scientist
46.0,Male,Artist
42.0,Male,Engineer
42.0,Female,Lawyer
87.0,Male,Lawyer
68.0,Male,Scientist
14.0,Female,Engineer
70.0,N/A,Teacher
35.0,Female,Artist
100.0,Female,Lawyer
71.0,Female,Lawyer
77.0,N/A,Teacher
76.0,Male,N/A
21.0,Male,Artist
71.0,Female,N/A
59.0,Male,Lawyer
12.0,Male,Artist
48.0,Female,Scientist
1.0,Female,Doctor
14.0,Male,Engineer
75.0,Female,Engineer
86.0,Male,Nurse
82.0,Female,Lawyer
48.0,Male,Doctor
97.0,Female,Artist
56.0,Female,Doctor
92.0,Male,Artist
15.0,Female,Nurse
81.0,Female,Doctor
48.0,Female,Engineer
85.0,N/A,Engineer
78.0,Female,Lawyer
62.0,Male,N/A
50.82427536231884,Male,Nurse
31.0,Female,Lawyer
42.0,Female,Nurse
4.0,Male,Engineer
50.82427536231884,Male,Teacher
36.0,Male,Engineer
35.0,N/A,Nurse
49.78237410071942,Female,Nurse
76.0,Male,Nurse
6.0,Female,Lawyer
100.0,N/A,Teacher
0.0,Female,Artist
4.0,Female,Artist
38.0,N/A,Nurse
91.0,Male,Nurse
20.0,N/A,N/A
60.0,N/A,Lawyer
23.0,Female,Teacher
50.82427536231884,Male,Lawyer
60.0,Female,N/A
49.78237410071942,Female,Doctor
35.0,N/A,Teacher
25.0,Male,Engineer
74.0,Female,Nurse
49.78237410071942,Female,N/A
17.0,Female,Teacher
49.78237410071942,Female,Artist
92.0,Female,Lawyer
50.82427536231884,Male,Doctor
17.0,Male,Scientist
88.0,N/A,Teacher
75.0,Male,Doctor
62.0,Female,Teacher
51.0,N/A,Doctor
72.0,Male,Nurse
26.0,Female,Lawyer
13.0,Female,Artist
40.0,Female,Artist
49.78237410071942,Female,Artist
59.0,Female,Teacher
15.0,Male,Nurse
79.0,N/A,Scientist
13.0,Female,Engineer
98.0,Male,N/A
20.0,Male,Nurse
96.0,Female,Lawyer
96.0,Male,Artist
24.0,Male,Teacher
26.0,Female,Lawyer
50.19349722442506,N/A,Scientist
24.0,Female,Scientist
73.0,Female,Scientist
74.0,Male,N/A
65.0,Female,Engineer
75.0,Male,Nurse
73.0,Female,Doctor
17.0,Male,Nurse
49.0,Male,Engineer
87.0,Female,Lawyer
65.0,Female,Lawyer
69.0,Male,Artist
79.0,Male,Teacher
36.0,Female,Nurse
73.0,Female,N/A
100.0,Female,Nurse
90.0,Female,Engineer
49.78237410071942,Female,N/A
75.0,Female,Teacher
20.0,N/A,Engineer
84.0,Female,Engineer
52.0,Male,Engineer
82.0,Male,N/A
76.0,Female,Nurse
68.0,Male,N/A
94.0,Female,Nurse
81.0,Male,Artist
61.0,N/A,Artist
63.0,Male,N/A
50.82427536231884,Male,Scientist
49.78237410071942,Female,Nurse
50.19349722442506,N/A,Artist
60.0,N/A,N/A
17.0,Female,Scientist
56.0,Female,Engineer
25.0,Male,Scientist
68.0,Male,Doctor
85.0,Male,Lawyer
21.0,N/A,N/A
57.0,Female,Teacher
50.82427536231884,Male,Nurse
46.0,Male,Engineer
50.82427536231884,Male,Nurse
40.0,Female,Teacher
59.0,N/A,Nurse
62.0,Female,Lawyer
100.0,Female,N/A
46.0,Female,Engineer
49.0,Female,Doctor
45.0,Female,Lawyer
21.0,Female,Teacher
80.0,N/A,Doctor
50.82427536231884,Male,Doctor
37.0,N/A,Nurse
89.0,Male,N/A
55.0,Male,Teacher
37.0,Female,N/A
38.0,Male,Nurse
6.0,Male,Engineer
45.0,Female,Teacher
12.0,Male,Teacher
32.0,Female,Teacher
51.0,Female,Lawyer
32.0,Male,N/A
32.0,Male,Engineer
21.0,Male,Teacher
64.0,Male,Teacher
57.0,Male,Artist
42.0,N/A,Lawyer
97.0,Male,N/A
78.0,N/A,Teacher
20.0,Male,Artist
91.0,N/A,Doctor
52.0,N/A,Teacher
76.0,Male,Doctor
90.0,N/A,Teacher
11.0,Female,Teacher
50.82427536231884,Male,Scientist
39.0,Female,Engineer
76.0,Female,Artist
5.0,N/A,Nurse
57.0,Male,Scientist
82.0,Male,Doctor
89.0,N/A,Scientist
71.0,Male,Artist
20.0,Female,Nurse
1.0,Male,Scientist
35.0,Male,Lawyer
18.0,Male,Artist
77.0,Male,N/A
83.0,Female,Scientist
20.0,Male,Teacher
59.0,Female,Artist
19.0,Female,Teacher
71.0,N/A,Lawyer
33.0,Female,Engineer
17.0,Male,Artist
75.0,Female,N/A
35.0,N/A,Engineer
77.0,Male,Doctor
6.0,Male,Artist
49.78237410071942,Female,Nurse
9.0,Female,N/A
41.0,Female,Teacher
23.0,N/A,Artist
20.0,Male,Doctor
91.0,Male,Lawyer
12.0,Female,Doctor
28.0,N/A,Nurse
81.0,N/A,Doctor
21.0,Male,Teacher
58.0,Female,Nurse
93.0,Female,Teacher
74.0,Male,N/A
25.0,Male,Nurse
22.0,Male,Scientist
49.78237410071942,Female,N/A
51.0,Male,Artist
26.0,Male,Engineer
37.0,Male,N/A
63.0,Male,Teacher
100.0,N/A,Teacher
28.0,Male,Doctor
21.0,Female,Nurse
26.0,Female,Lawyer
54.0,N/A,Engineer
13.0,Female,N/A
65.0,Female,Teacher
90.0,Male,Teacher
100.0,N/A,Lawyer
37.0,Male,Artist
90.0,Female,Teacher
52.0,Female,Engineer
43.0,Male,N/A
35.0,Female,Artist
80.0,N/A,Doctor
69.0,Male,Nurse
73.0,Female,Engineer
16.0,N/A,N/A
50.19349722442506,N/A,Artist
12.0,Female,Doctor
77.0,Female,N/A
11.0,Male,Doctor
37.0,Male,Lawyer
46.0,Female,Doctor
61.0,Female,Artist
77.0,Female,Artist
67.0,Male,N/A
67.0,Female,Doctor
34.0,Male,Teacher
69.0,Female,Scientist
84.0,Male,Teacher
31.0,Female,Scientist
23.0,Female,Nurse
32.0,Female,Doctor
24.0,Female,Scientist
29.0,Male,Scientist
53.0,Female,Doctor
48.0,Male,Doctor
50.82427536231884,Male,Nurse
36.0,Female,N/A
65.0,Male,Lawyer
34.0,Male,Scientist
85.0,Female,Artist
42.0,N/A,Doctor
77.0,Male,Scientist
28.0,Female,N/A
42.0,Female,Teacher
92.0,Female,N/A
50.82427536231884,Male,Doctor
73.0,Female,Artist
48.0,Male,N/A
24.0,N/A,N/A
39.0,N/A,Scientist
22.0,Female,Scientist
45.0,Female,N/A
12.0,Male,Doctor
49.78237410071942,Female,N/A
16.0,Male,Teacher
39.0,Female,Artist
49.78237410071942,Female,Engineer
99.0,Female,Doctor
21.0,Female,Nurse
7.0,Female,Doctor
50.19349722442506,N/A,Artist
6.0,Male,N/A
31.0,Female,Doctor
67.0,Female,Teacher
58.0,Female,Teacher
43.0,Male,Artist
50.0,Female,Artist
50.82427536231884,Male,N/A
37.0,N/A,Nurse
16.0,Female,Lawyer
67.0,N/A,N/A
89.0,Female,Scientist
25.0,Male,Doctor
57.0,Male,Engineer
21.0,Female,Doctor
49.78237410071942,Female,N/A
34.0,Female,Engineer
74.0,Female,Artist
56.0,Male,N/A
56.0,N/A,Teacher
65.0,Female,Lawyer
11.0,Female,Doctor
48.0,Female,Scientist
91.0,Female,Artist
49.78237410071942,Female,Artist
29.0,Male,Lawyer
25.0,Male,Doctor
15.0,N/A,Nurse
50.82427536231884,Male,N/A
11.0,Female,Doctor
50.82427536231884,Male,Doctor
12.0,N/A,Nurse
62.0,Male,Engineer
20.0,Female,Doctor
64.0,Female,Engineer
40.0,Female,N/A
33.0,Female,Scientist
55.0,N/A,Nurse
90.0,Male,Engineer
62.0,Male,Doctor
61.0,N/A,Scientist
20.0,Male,N/A
67.0,Male,Lawyer
25.0,Female,N/A
34.0,Male,Nurse
70.0,Male,Teacher
7.0,Male,Engineer
100.0,Female,Doctor
81.0,Female,Doctor
56.0,Male,Nurse
8.0,Female,Scientist
87.0,Female,Teacher
80.0,Female,Doctor
17.0,N/A,Teacher
31.0,Male,Teacher
60.0,Male,Artist
26.0,Male,Engineer
64.0,Male,Nurse
17.0,N/A,Lawyer
25.0,Male,Doctor
72.0,N/A,Engineer
31.0,Female,Doctor
21.0,Female,Nurse
14.0,Male,Doctor
95.0,Male,Doctor
61.0,Male,Artist
66.0,Female,Lawyer
75.0,Male,Lawyer
65.0,Male,N/A
50.0,Male,Doctor
97.0,Female,Engineer
86.0,Male,Engineer
35.0,Female,N/A
31.0,Female,Doctor
19.0,Male,Engineer
33.0,Female,Teacher
68.0,N/A,Doctor
84.0,Male,Doctor
38.0,Male,Engineer
50.19349722442506,N/A,N/A
1.0,Female,Nurse
33.0,Female,Engineer
61.0,Male,Engineer
90.0,N/A,N/A
71.0,Male,Engineer
63.0,Female,Nurse
76.0,Female,Nurse
41.0,Female,Lawyer
57.0,Female,Engineer
74.0,Female,Doctor
48.0,Female,Scientist
27.0,Male,Teacher
58.0,Female,Artist
62.0,Male,Doctor
43.0,Female,Lawyer
47.0,Male,Artist
29.0,Female,Scientist
55.0,N/A,Teacher
11.0,Female,Teacher
73.0,Female,N/A
50.82427536231884,Male,Nurse
99.0,Male,Engineer
77.0,Male,N/A
49.78237410071942,Female,Scientist
67.0,Male,Scientist
42.0,N/A,N/A
73.0,Male,Lawyer
73.0,Female,Teacher
49.78237410071942,Female,Engineer
35.0,Male,Lawyer
95.0,Male,Engineer
50.82427536231884,Male,Engineer
27.0,Female,Engineer
94.0,Female,Engineer
2.0,Female,Teacher
27.0,N/A,N/A
100.0,Female,Lawyer
27.0,N/A,N/A
14.0,Male,Artist
33.0,Female,Engineer
27.0,Female,Teacher
47.0,Female,Engineer
24.0,Female,Lawyer
28.0,Female,Artist
49.78237410071942,Female,Nurse
13.0,Female,Artist
21.0,Female,Lawyer
32.0,Male,Scientist
50.82427536231884,Male,Scientist
49.78237410071942,Female,Artist
50.19349722442506,N/A,Artist
46.0,Male,Artist
73.0,Female,Doctor
11.0,Male,Teacher
21.0,Male,Scientist
33.0,Male,N/A
62.0,Male,Nurse
24.0,Female,Engineer
82.0,Male,Scientist
49.78237410071942,Female,Engineer
69.0,N/A,Artist
59.0,Male,Teacher
48.0,Female,N/A
46.0,Female,N/A
62.0,N/A,Artist
42.0,Female,Artist
24.0,Male,Artist
39.0,Female,N/A
70.0,Female,Scientist
67.0,Male,Teacher
67.0,Male,Doctor
65.0,Female,Artist
38.0,N/A,Scientist
24.0,Male,Lawyer
50.19349722442506,N/A,Teacher
17.0,Male,Nurse
29.0,N/A,Teacher
9.0,Female,N/A
99.0,Female,Nurse
63.0,Female,Scientist
93.0,Male,Engineer
77.0,Female,Artist
72.0,Male,Doctor
49.78237410071942,Female,Scientist
49.78237410071942,Female,Lawyer
59.0,Male,Engineer
87.0,Male,Artist
50.82427536231884,Male,Doctor
23.0,N/A,Artist
21.0,Female,Scientist
97.0,Male,Engineer
80.0,N/A,Artist
73.0,Female,N/A
18.0,Female,Nurse
50.82427536231884,Male,Engineer
12.0,Female,N/A
83.0,Male,Engineer
62.0,N/A,Doctor
5.0,Male,Teacher
49.78237410071942,Female,N/A
96.0,N/A,Lawyer
5.0,Female,Scientist
95.0,Male,Lawyer
92.0,Female,Nurse
50.0,N/A,Lawyer
36.0,Female,Engineer
94.0,Male,Nurse
32.0,Male,Engineer
70.0,Male,Teacher
77.0,Female,Doctor
60.0,Female,Teacher
3.0,Female,Engineer
100.0,Female,Scientist
46.0,Female,Engineer
88.0,Male,N/A
48.0,N/A,Scientist
5.0,Female,Scientist
47.0,Male,Scientist
32.0,Female,Scientist
44.0,Male,Nurse
50.82427536231884,Male,Scientist
55.0,Female,N/A
66.0,N/A,Doctor
44.0,Female,Engineer
57.0,Female,Engineer
46.0,Male,Doctor
68.0,Female,Scientist
88.0,Female,Nurse
2.0,N/A,Teacher
50.19349722442506,N/A,Engineer
28.0,Male,Lawyer
10.0,Female,Lawyer
24.0,Male,Teacher
85.0,Female,Scientist
79.0,Female,Engineer
50.82427536231884,Male,Teacher
81.0,Male,Doctor
6.0,Female,Engineer
92.0,Male,Artist
25.0,Female,N/A
59.0,Male,Nurse
15.0,Male,Nurse
29.0,Male,Engineer
70.0,Male,Artist
22.0,Male,Teacher
49.78237410071942,Female,Scientist
43.0,Female,Scientist
29.0,Male,Scientist
85.0,N/A,Nurse
16.0,Male,Lawyer
36.0,Male,Artist
10.0,Female,Artist
3.0,N/A,Teacher
36.0,Male,Scientist
34.0,Male,Lawyer
56.0,Female,Lawyer
50.82427536231884,Male,Teacher
48.0,Male,Engineer
28.0,Female,N/A
50.82427536231884,Male,Lawyer
24.0,N/A,Teacher
72.0,Male,Artist
81.0,Male,Teacher
48.0,Male,N/A
89.0,Female,Scientist
47.0,Female,N/A
43.0,N/A,Scientist
93.0,Male,N/A
100.0,N/A,Engineer
38.0,Female,Teacher
11.0,Female,Nurse
27.0,Female,Engineer
50.19349722442506,N/A,Lawyer
44.0,Female,Scientist
23.0,Female,Doctor
99.0,Male,N/A
8.0,Male,Lawyer
1.0,Male,Nurse
49.0,Male,Artist
27.0,Female,N/A
39.0,N/A,Artist
50.0,Female,Nurse
15.0,Male,Artist
99.0,Female,Teacher
58.0,Male,N/A
71.0,Female,Teacher
24.0,Male,Lawyer
65.0,Female,Nurse
70.0,Male,Teacher
94.0,Male,Scientist
32.0,Male,Nurse
50.82427536231884,Male,Nurse
1.0,N/A,Doctor
51.0,Female,Lawyer
28.0,Male,Teacher
25.0,Male,Lawyer
42.0,Male,Nurse
93.0,Male,Lawyer
48.0,Male,Nurse
31.0,Male,N/A
57.0,Female,N/A
24.0,Female,Engineer
50.82427536231884,Male,Engineer
58.0,Female,Artist
32.0,Female,Lawyer
2.0,Male,Artist
67.0,Female,Nurse
52.0,Male,Doctor
13.0,Male,Teacher
28.0,Male,Nurse
48.0,Male,Engineer
50.19349722442506,N/A,Lawyer
41.0,N/A,Engineer
35.0,Female,Scientist
32.0,Female,Scientist
18.0,Female,Engineer
45.0,Female,N/A
14.0,Male,Engineer
48.0,Female,Doctor
93.0,Male,Scientist
73.0,Male,Engineer
77.0,N/A,Teacher
22.0,Female,Doctor
50.19349722442506,N/A,Scientist
79.0,Female,N/A
49.78237410071942,Female,Artist
8.0,Female,Engineer
58.0,Female,Lawyer
73.0,Female,Lawyer
50.19349722442506,N/A,Nurse
0.0,Female,Engineer
75.0,Female,Scientist
26.0,Male,Lawyer
10.0,Female,Nurse
77.0,Female,Lawyer
31.0,Female,Engineer
50.19349722442506,N/A,Doctor
49.78237410071942,Female,Artist
60.0,Male,Nurse
59.0,N/A,Scientist
49.78237410071942,Female,Scientist
21.0,Female,Teacher
50.82427536231884,Male,Scientist
39.0,Male,Teacher
27.0,N/A,Nurse
94.0,N/A,Scientist
78.0,N/A,Scientist
75.0,Female,Nurse
69.0,Male,Doctor
63.0,Male,N/A
84.0,Female,Engineer
19.0,Male,Teacher
58.0,Female,Lawyer
77.0,Male,Lawyer
16.0,Female,Doctor
14.0,Male,Teacher
50.82427536231884,Male,Lawyer
91.0,Male,Lawyer
49.78237410071942,Female,Doctor
13.0,Female,Doctor
24.0,Female,Lawyer
89.0,N/A,N/A
11.0,Female,Engineer
55.0,N/A,Teacher
83.0,Male,Nurse
71.0,N/A,Doctor
60.0,Female,Doctor
100.0,N/A,Scientist
54.0,N/A,Doctor
14.0,Female,Teacher
52.0,N/A,Artist
39.0,Male,Engineer
10.0,Female,Lawyer
38.0,Female,N/A
82.0,Male,Teacher
27.0,Male,Engineer
81.0,Male,Nurse
49.78237410071942,Female,Engineer
98.0,Female,Artist
39.0,N/A,Doctor
91.0,N/A,Lawyer
54.0,Male,N/A
7.0,Male,N/A
50.82427536231884,Male,Engineer
6.0,Female,Lawyer
23.0,Male,Doctor
83.0,Female,N/A
19.0,Female,Nurse
0.0,Male,Lawyer
79.0,Female,Lawyer
31.0,Female,N/A
78.0,Female,Lawyer
68.0,Male,Nurse
0.0,Male,N/A
18.0,Female,Teacher
32.0,Male,Scientist
17.0,Male,Artist
31.0,N/A,Artist
35.0,N/A,Artist
84.0,Female,Engineer
58.0,Male,Lawyer
64.0,Male,Scientist
94.0,Male,Artist
29.0,Female,Teacher
69.0,N/A,Nurse
46.0,Male,Teacher
16.0,Female,Teacher
96.0,Male,Teacher
39.0,Female,Teacher
76.0,Female,Scientist
41.0,Female,Scientist
93.0,Female,Lawyer
50.82427536231884,Male,Scientist
36.0,Female,Teacher
28.0,Male,Teacher
70.0,Male,Nurse
89.0,Male,Nurse
20.0,Female,Artist
54.0,Male,Engineer
93.0,N/A,N/A
49.78237410071942,Female,Doctor
53.0,Male,Teacher
42.0,Male,Engineer
11.0,Male,Lawyer
78.0,Female,Artist
31.0,Female,N/A
48.0,Female,Lawyer
50.19349722442506,N/A,Engineer
47.0,Female,Lawyer
34.0,Female,Nurse
85.0,Male,Artist
64.0,Female,Lawyer
50.19349722442506,N/A,Doctor
72.0,Female,Teacher
16.0,N/A,Artist
84.0,Male,Teacher
35.0,N/A,Engineer
0.0,N/A,Scientist
57.0,Female,N/A
24.0,Female,N/A
76.0,Male,Nurse
27.0,Female,Artist
42.0,Female,Teacher
37.0,Female,Doctor
77.0,Female,Doctor
27.0,Female,Engineer
54.0,Female,N/A
35.0,Female,Lawyer
53.0,Male,Lawyer
70.0,Male,Nurse
10.0,Male,Lawyer
66.0,Female,Scientist
39.0,Male,N/A
47.0,Male,Teacher
71.0,Male,Doctor
17.0,Male,N/A
53.0,Male,N/A
9.0,Female,Nurse
69.0,Male,Lawyer
33.0,Male,Scientist
97.0,N/A,N/A
55.0,Male,Lawyer
4.0,Male,Engineer
48.0,Female,Nurse
15.0,Female,Scientist
5.0,Male,Artist
64.0,Female,Artist
60.0,Female,Doctor
4.0,Male,Artist
99.0,N/A,Lawyer
62.0,Male,Lawyer
15.0,N/A,Lawyer
50.82427536231884,Male,Artist
50.82427536231884,Male,Engineer
49.78237410071942,Female,Teacher
70.0,Female,Artist
45.0,Female,Doctor
73.0,Male,Scientist
5.0,N/A,Doctor
52.0,Female,Engineer
7.0,N/A,N/A
12.0,Female,Nurse
49.78237410071942,Female,Nurse
9.0,Female,Artist
48.0,Male,Artist
50.0,Male,Engineer
49.78237410071942,Female,Scientist
31.0,N/A,Artist
84.0,Male,Nurse
41.0,N/A,Lawyer
50.0,Female,N/A
23.0,N/A,Teacher
69.0,Female,Teacher
92.0,Female,Doctor
40.0,Female,Lawyer
27.0,Male,Artist
26.0,N/A,Teacher
81.0,Male,Scientist
52.0,Female,Teacher
94.0,Male,N/A
52.0,Female,Nurse
8.0,Male,Artist
36.0,Female,Doctor
49.78237410071942,Female,Nurse
50.82427536231884,Male,Nurse
20.0,Male,Artist
15.0,Male,Lawyer
8.0,Female,Nurse
2.0,Male,Doctor
15.0,Female,Engineer
62.0,Female,Teacher
49.0,Male,Doctor
58.0,Female,Engineer
20.0,Female,Artist
49.78237410071942,Female,N/A
65.0,Female,Scientist
18.0,Male,Nurse
90.0,Male,Nurse
93.0,N/A,Teacher
35.0,Female,Artist
50.82427536231884,Male,N/A
54.0,Female,Teacher
52.0,Male,Nurse
76.0,N/A,Lawyer
70.0,Male,N/A
12.0,Male,Scientist
0.0,Male,Nurse
49.78237410071942,Female,Artist
48.0,Female,Nurse
30.0,Male,Engineer
74.0,Female,Doctor
68.0,Female,Lawyer
34.0,Male,Doctor
7.0,N/A,Engineer
55.0,Female,Artist
44.0,Male,Teacher
9.0,Male,Artist
63.0,Male,Scientist
49.78237410071942,Female,N/A
26.0,N/A,Engineer
13.0,N/A,Artist
32.0,Male,Doctor
46.0,Male,Nurse
2.0,Female,Teacher
19.0,N/A,Teacher
21.0,Male,Scientist
32.0,N/A,Lawyer
92.0,N/A,Scientist
100.0,Male,Artist
50.82427536231884,Male,Engineer
81.0,Male,Nurse
49.78237410071942,Female,Scientist
5.0,Male,Engineer
8.0,Female,Doctor
74.0,Male,Lawyer
38.0,Female,Teacher
13.0,Female,Artist
1.0,N/A,N/A
49.0,N/A,N/A
88.0,Female,N/A
89.0,Male,Engineer
76.0,N/A,Teacher
61.0,N/A,Scientist
48.0,Male,Teacher
50.82427536231884,Male,Teacher
36.0,N/A,Doctor
99.0,Male,Artist
73.0,N/A,Teacher
6.0,Female,N/A
61.0,Female,Teacher
95.0,Male,Teacher
38.0,Male,N/A
65.0,Male,Scientist
43.0,Female,N/A
52.0,Male,Nurse
2.0,Male,Scientist
16.0,Male,Doctor
41.0,Male,Artist
33.0,Female,Scientist
1.0,N/A,Scientist
39.0,Female,Engineer
71.0,Female,N/A
71.0,Female,Doctor
89.0,Male,Teacher
45.0,Male,Teacher
33.0,N/A,Teacher
89.0,Male,N/A
88.0,Female,Engineer
99.0,Female,Artist
11.0,Female,Artist
50.82427536231884,Male,Scientist
50.82427536231884,Male,Lawyer
0.0,Female,N/A
14.0,Female,Artist
71.0,Male,Scientist
59.0,Male,N/A
24.0,Female,Doctor
22.0,Female,Doctor
11.0,Male,Lawyer
99.0,Male,Doctor
13.0,N/A,Scientist
41.0,Female,Nurse
